alert_id,user,date,risk_level,ensemble_score,ae_score,if_score,both_flagged,reason_count,reason_summary,high_reasons,device_count,email_external,http_suspicious,sensitive_files
ALERT-HDS0367-20110404,hds0367,2011-04-04,LOW,0.3167,0.0761,0.5574,True,2,"Visited 8 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 4.8 hours from personal baseline (3.2h avg)",0,2,4,8,0
ALERT-HRL0540-20101014,hrl0540,2010-10-14,LOW,0.3167,0.0441,0.5894,True,0,,0,16,2,0,0
ALERT-MNS0224-20101119,mns0224,2010-11-19,LOW,0.3166,0.0464,0.5867,True,1,Logged into 5 different machines in one day — possible lateral movement,1,0,0,0,0
ALERT-RHO0732-20100223,rho0732,2010-02-23,LOW,0.3166,0.0757,0.5574,True,0,,0,6,2,0,0
ALERT-ILH0958-20100303,ilh0958,2010-03-03,LOW,0.3166,0.0746,0.5586,True,2,USB/device activity (2 events) is 3.8x above this user's normal (0.5 avg); 43% of session activity occurred outside business hours (baseline: 17%),1,2,1,0,0
ALERT-RHO0732-20101122,rho0732,2010-11-22,LOW,0.3166,0.1217,0.5114,True,0,,0,4,3,0,0
ALERT-HCM0267-20100416,hcm0267,2010-04-16,LOW,0.3165,0.1006,0.5324,True,1,"Visited 11 suspicious URLs (job boards, cloud storage, competitor sites)",0,14,7,11,0
ALERT-BAL0044-20101202,bal0044,2010-12-02,LOW,0.3164,0.0458,0.587,True,2,Logged into 3 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.4 hours from personal baseline (3.6h avg),1,4,2,0,0
ALERT-MVH0373-20100118,mvh0373,2010-01-18,LOW,0.3163,0.0516,0.581,True,3,"Logged into 4 different machines in one day — possible lateral movement; Visited 6 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 4.8 hours from personal baseline (5.8h avg)",1,0,8,6,0
ALERT-SAK0375-20100409,sak0375,2010-04-09,LOW,0.3163,0.0429,0.5898,True,1,Logged into 6 different machines in one day — possible lateral movement,1,0,6,0,0
ALERT-BRM0995-20110321,brm0995,2011-03-21,LOW,0.3162,0.0644,0.568,True,0,,0,18,2,0,0
ALERT-SAA0999-20101014,saa0999,2010-10-14,LOW,0.3162,0.0471,0.5854,True,0,,0,18,8,0,0
ALERT-TVS0050-20110401,tvs0050,2011-04-01,LOW,0.316,0.052,0.58,True,1,"Visited 35 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,3,35,0
ALERT-HRL0540-20110126,hrl0540,2011-01-26,LOW,0.316,0.049,0.5831,True,0,,0,18,6,0,0
ALERT-KWC0004-20100309,kwc0004,2010-03-09,LOW,0.316,0.0542,0.5778,True,1,"Visited 51 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,25,51,0
ALERT-CBB0365-20100720,cbb0365,2010-07-20,LOW,0.3159,0.044,0.5878,True,2,"Logged into 4 different machines in one day — possible lateral movement; Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",1,0,4,16,0
ALERT-HCS0003-20100610,hcs0003,2010-06-10,LOW,0.3158,0.0427,0.5888,True,0,,0,4,23,0,0
ALERT-BSS0369-20100113,bss0369,2010-01-13,LOW,0.3157,0.0649,0.5664,True,2,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.4 hours from personal baseline (4.4h avg)",0,20,6,6,0
ALERT-BRM0995-20110404,brm0995,2011-04-04,LOW,0.3156,0.0542,0.5771,True,0,,0,16,8,0,0
ALERT-VCC0396-20100721,vcc0396,2010-07-21,LOW,0.3156,0.0656,0.5656,True,1,Login at hour 0:00 deviates 6.9 hours from personal baseline (6.9h avg),0,2,4,0,0
ALERT-AIP0982-20100819,aip0982,2010-08-19,LOW,0.3155,0.0477,0.5833,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,6,7,0,1
ALERT-SSJ0784-20101209,ssj0784,2010-12-09,LOW,0.3155,0.1124,0.5185,True,2,"Visited 9 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 7.2 hours from personal baseline (7.2h avg)",0,0,0,9,0
ALERT-BKW0374-20101027,bkw0374,2010-10-27,LOW,0.3153,0.0432,0.5873,True,3,"Logged into 5 different machines in one day — possible lateral movement; Visited 14 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.0 hours from personal baseline (4.0h avg)",1,0,2,14,0
ALERT-GTD0219-20100414,gtd0219,2010-04-14,LOW,0.3152,0.0553,0.5752,True,2,Logged into 3 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg),1,4,8,2,0
ALERT-WDD0366-20100521,wdd0366,2010-05-21,LOW,0.3152,0.0475,0.5828,True,1,Logged into 6 different machines in one day — possible lateral movement,1,0,10,2,0
ALERT-KSP0357-20100917,ksp0357,2010-09-17,LOW,0.3152,0.0504,0.58,True,3,"Logged into 4 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.7 hours from personal baseline (4.7h avg)",1,0,4,12,0
ALERT-IRM0931-20100727,irm0931,2010-07-27,LOW,0.3151,0.0825,0.5476,True,1,Login at hour 0:00 deviates 6.7 hours from personal baseline (6.7h avg),0,6,7,0,0
ALERT-JHP0583-20100318,jhp0583,2010-03-18,LOW,0.3151,0.0439,0.5863,True,1,60% of session activity occurred outside business hours (baseline: 12%),0,6,1,0,0
ALERT-WDD0366-20110128,wdd0366,2011-01-28,LOW,0.315,0.0623,0.5676,True,1,Logged into 5 different machines in one day — possible lateral movement,1,0,8,2,0
ALERT-KCS0173-20100929,kcs0173,2010-09-29,LOW,0.315,0.1272,0.5029,True,1,70% of session activity occurred outside business hours (baseline: 5%),0,2,11,0,0
ALERT-LBF0214-20110514,lbf0214,2011-05-14,LOW,0.3149,0.0646,0.5652,True,1,Login at hour 0:00 deviates 6.5 hours from personal baseline (6.5h avg),0,4,7,0,0
ALERT-KCO0122-20100405,kco0122,2010-04-05,LOW,0.3148,0.0543,0.5752,True,1,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites)",0,4,6,6,0
ALERT-AIB0948-20100813,aib0948,2010-08-13,LOW,0.3148,0.047,0.5826,True,0,,0,18,0,0,0
ALERT-IKR0401-20110202,ikr0401,2011-02-02,LOW,0.3147,0.0892,0.5402,True,1,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",0,12,7,10,0
ALERT-VCC0396-20101123,vcc0396,2010-11-23,LOW,0.3146,0.0649,0.5643,True,1,Login at hour 2:00 deviates 4.7 hours from personal baseline (6.7h avg),0,6,2,0,0
ALERT-CLB0774-20101207,clb0774,2010-12-07,LOW,0.3144,0.0803,0.5485,True,1,Login at hour 0:00 deviates 6.9 hours from personal baseline (6.9h avg),0,18,2,0,0
ALERT-HFB0347-20101230,hfb0347,2010-12-30,LOW,0.3144,0.0752,0.5537,True,1,"Visited 3 suspicious URLs (job boards, cloud storage, competitor sites)",0,1,1,3,0
ALERT-HPH0075-20110506,hph0075,2011-05-06,LOW,0.3144,0.0483,0.5805,True,1,"Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",0,11,10,12,0
ALERT-RUM0880-20100902,rum0880,2010-09-02,LOW,0.3144,0.1406,0.4882,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 11 suspicious URLs (job boards, cloud storage, competitor sites)",1,6,6,11,1
ALERT-MSO0222-20100816,mso0222,2010-08-16,LOW,0.3144,0.0599,0.5689,True,1,Logged into 6 different machines in one day — possible lateral movement,1,0,1,0,0
ALERT-RSC0089-20101229,rsc0089,2010-12-29,LOW,0.3143,0.0641,0.5646,True,1,"Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,0,5,0
ALERT-BRM0995-20101122,brm0995,2010-11-22,LOW,0.3143,0.0516,0.577,True,0,,0,16,4,0,0
ALERT-AJD0074-20100827,ajd0074,2010-08-27,LOW,0.3142,0.0465,0.5818,True,1,USB/device activity (6 events) is 6.9x above this user's normal (0.9 avg),1,6,3,0,0
ALERT-VIA0063-20100928,via0063,2010-09-28,LOW,0.3141,0.054,0.5742,True,0,,0,14,8,0,0
ALERT-HRL0540-20101028,hrl0540,2010-10-28,LOW,0.314,0.0493,0.5786,True,0,,0,18,3,0,0
ALERT-DMK0257-20100730,dmk0257,2010-07-30,LOW,0.314,0.0656,0.5625,True,1,Login at hour 0:00 deviates 6.3 hours from personal baseline (6.3h avg),0,2,1,1,0
ALERT-THR0873-20100921,thr0873,2010-09-21,LOW,0.314,0.0458,0.5822,True,0,,0,16,11,1,0
ALERT-IBB0359-20100913,ibb0359,2010-09-13,LOW,0.314,0.0541,0.5738,True,1,"Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",0,20,6,4,0
ALERT-BDB0453-20101221,bdb0453,2010-12-21,LOW,0.3139,0.0441,0.5836,True,2,47% of session activity occurred outside business hours (baseline: 15%); Login at hour 0:00 deviates 6.7 hours from personal baseline (6.7h avg),0,0,1,1,0
ALERT-DJB0159-20110405,djb0159,2011-04-05,LOW,0.3137,0.0713,0.556,True,1,"Visited 39 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,2,39,0
ALERT-KKW0879-20100312,kkw0879,2010-03-12,LOW,0.3137,0.0485,0.5788,True,0,,0,16,4,0,0
ALERT-HDS0367-20101006,hds0367,2010-10-06,LOW,0.3137,0.0461,0.5813,True,2,"Visited 11 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 3.7 hours from personal baseline (4.3h avg)",0,2,7,11,0
ALERT-BRM0995-20100629,brm0995,2010-06-29,LOW,0.3136,0.1067,0.5204,True,0,,0,16,2,0,0
ALERT-BSS0369-20100618,bss0369,2010-06-18,LOW,0.3136,0.0609,0.5663,True,2,"Visited 4 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 3.2 hours from personal baseline (4.8h avg)",0,20,5,4,0
ALERT-HCS0003-20100513,hcs0003,2010-05-13,LOW,0.3135,0.0462,0.5809,True,0,,0,4,23,0,0
ALERT-EIS0041-20110110,eis0041,2011-01-10,LOW,0.3135,0.0531,0.5739,True,2,Logged into 4 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.3 hours from personal baseline (3.7h avg),1,10,3,0,0
ALERT-TVS0050-20100818,tvs0050,2010-08-18,LOW,0.3135,0.0772,0.5497,True,1,"Visited 38 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,2,38,0
ALERT-BJM0111-20110421,bjm0111,2011-04-21,LOW,0.3135,0.0581,0.569,True,0,,0,16,2,0,0
ALERT-KCO0122-20101122,kco0122,2010-11-22,LOW,0.3133,0.0524,0.5741,True,1,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",0,8,3,10,0
ALERT-BRM0995-20100427,brm0995,2010-04-27,LOW,0.3132,0.0533,0.5731,True,0,,0,18,4,0,0
ALERT-BRM0995-20100604,brm0995,2010-06-04,LOW,0.3132,0.1074,0.519,True,0,,0,18,4,0,0
ALERT-JAV0361-20100928,jav0361,2010-09-28,LOW,0.3132,0.0517,0.5747,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",1,0,3,10,0
ALERT-LBH0942-20100127,lbh0942,2010-01-27,LOW,0.3131,0.0531,0.573,True,0,,0,18,0,1,0
ALERT-KJP0371-20101029,kjp0371,2010-10-29,LOW,0.3131,0.0583,0.5678,True,3,"Logged into 4 different machines in one day — possible lateral movement; Visited 8 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.1 hours from personal baseline (3.1h avg)",1,0,4,8,0
ALERT-BBG0325-20101020,bbg0325,2010-10-20,LOW,0.3131,0.0961,0.5301,True,0,,0,4,13,0,0
ALERT-KBP0008-20101011,kbp0008,2010-10-11,LOW,0.3131,0.0421,0.584,True,1,"Visited 15 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,5,15,0
ALERT-HDS0367-20100707,hds0367,2010-07-07,LOW,0.3129,0.0716,0.5542,True,1,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",0,4,8,10,0
ALERT-SJO0209-20100216,sjo0209,2010-02-16,LOW,0.3128,0.1021,0.5235,True,1,USB/device activity (2 events) is 4.3x above this user's normal (0.5 avg),1,2,7,0,0
ALERT-CLB0774-20100216,clb0774,2010-02-16,LOW,0.3128,0.045,0.5806,True,1,Login at hour 1:00 deviates 6.1 hours from personal baseline (7.1h avg),0,18,1,0,0
ALERT-ZKS0899-20101028,zks0899,2010-10-28,LOW,0.3123,0.0482,0.5764,True,0,,0,18,1,0,0
ALERT-LBC0356-20110224,lbc0356,2011-02-24,LOW,0.3123,0.0554,0.5692,True,2,"Logged into 5 different machines in one day — possible lateral movement; Visited 8 suspicious URLs (job boards, cloud storage, competitor sites)",1,0,6,8,0
ALERT-LBC0356-20100121,lbc0356,2010-01-21,LOW,0.3123,0.0566,0.568,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.1 hours from personal baseline (4.1h avg)",1,0,5,12,0
ALERT-GKO0078-20100408,gko0078,2010-04-08,LOW,0.3122,0.1303,0.4942,True,1,"Visited 53 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,4,53,0
ALERT-BRM0995-20100407,brm0995,2010-04-07,LOW,0.3122,0.0467,0.5777,True,0,,0,18,8,0,0
ALERT-CGB0637-20100624,cgb0637,2010-06-24,LOW,0.312,0.0456,0.5785,True,1,"Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",0,8,3,4,0
ALERT-BRM0995-20100205,brm0995,2010-02-05,LOW,0.312,0.0858,0.5382,True,0,,0,16,1,0,0
ALERT-JDB0169-20110214,jdb0169,2011-02-14,LOW,0.312,0.0493,0.5746,True,1,"Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,1,12,0
ALERT-QNP0216-20110121,qnp0216,2011-01-21,LOW,0.3119,0.0552,0.5687,True,3,"Logged into 5 different machines in one day — possible lateral movement; Visited 7 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.7 hours from personal baseline (3.7h avg)",1,0,6,7,0
ALERT-AJH0175-20101110,ajh0175,2010-11-10,LOW,0.3118,0.0849,0.5386,True,1,USB/device activity (4 events) is 6.7x above this user's normal (0.6 avg),1,4,7,0,0
ALERT-DIW0118-20110429,diw0118,2011-04-29,LOW,0.3118,0.0525,0.5712,True,0,,0,4,11,0,0
ALERT-BRM0995-20110425,brm0995,2011-04-25,LOW,0.3117,0.0739,0.5496,True,0,,0,18,5,0,0
ALERT-SAK0375-20101029,sak0375,2010-10-29,LOW,0.3117,0.0644,0.559,True,2,Logged into 4 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 4.4 hours from personal baseline (4.4h avg),1,0,7,0,0
ALERT-DIW0118-20110225,diw0118,2011-02-25,LOW,0.3115,0.1234,0.4997,True,1,"Visited 14 suspicious URLs (job boards, cloud storage, competitor sites)",0,4,3,14,0
ALERT-MSO0222-20100323,mso0222,2010-03-23,LOW,0.3115,0.0461,0.5769,True,2,Logged into 5 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.4 hours from personal baseline (3.4h avg),1,0,8,0,0
ALERT-BAL0044-20100224,bal0044,2010-02-24,LOW,0.3115,0.0679,0.5551,True,1,Logged into 4 different machines in one day — possible lateral movement,1,4,2,0,0
ALERT-GKO0078-20100820,gko0078,2010-08-20,LOW,0.3115,0.1342,0.4889,True,1,"Visited 15 suspicious URLs (job boards, cloud storage, competitor sites)",0,2,4,15,0
ALERT-MLL0598-20110428,mll0598,2011-04-28,LOW,0.3113,0.0422,0.5803,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,14,1,0,1
ALERT-LBH0942-20110203,lbh0942,2011-02-03,LOW,0.3113,0.0573,0.5652,True,1,"Visited 8 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,3,8,0
ALERT-LBH0942-20100324,lbh0942,2010-03-24,LOW,0.3113,0.0765,0.5462,True,1,"Accessed 3 sensitive file(s) in HR, finance, or executive directories",1,18,5,0,3
ALERT-JDF0593-20101011,jdf0593,2010-10-11,LOW,0.3112,0.0934,0.529,True,0,,0,18,0,0,0
ALERT-LBH0942-20110115,lbh0942,2011-01-15,LOW,0.3111,0.0486,0.5737,True,0,,0,16,1,0,0
ALERT-KSP0357-20100316,ksp0357,2010-03-16,LOW,0.3111,0.0519,0.5703,True,3,"Logged into 4 different machines in one day — possible lateral movement; Visited 10 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.6 hours from personal baseline (4.6h avg)",1,0,5,10,0
ALERT-LBC0356-20110103,lbc0356,2011-01-03,LOW,0.311,0.0674,0.5546,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 6 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 5.1 hours from personal baseline (2.9h avg)",1,0,2,6,0
ALERT-KMB0922-20110216,kmb0922,2011-02-16,LOW,0.311,0.0782,0.5438,True,1,Login at hour 1:00 deviates 6.7 hours from personal baseline (7.7h avg),0,2,7,0,0
ALERT-HRL0540-20110421,hrl0540,2011-04-21,LOW,0.3109,0.0553,0.5665,True,0,,0,18,3,0,0
ALERT-CBB0365-20101119,cbb0365,2010-11-19,LOW,0.3109,0.0743,0.5476,True,3,"Logged into 4 different machines in one day — possible lateral movement; Visited 14 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.4 hours from personal baseline (4.4h avg)",1,0,7,14,0
ALERT-AIB0948-20100414,aib0948,2010-04-14,LOW,0.3109,0.0748,0.547,True,0,,0,18,0,0,0
ALERT-EIS0041-20100608,eis0041,2010-06-08,LOW,0.3109,0.0646,0.5572,True,2,"Visited 4 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 7:00 deviates 3.3 hours from personal baseline (3.7h avg)",0,2,5,4,0
ALERT-BBS0422-20110201,bbs0422,2011-02-01,LOW,0.3108,0.0739,0.5476,True,3,"USB/device activity (2 events) is 4.3x above this user's normal (0.5 avg); Visited 3 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 2:00 deviates 4.7 hours from personal baseline (6.7h avg)",1,2,3,3,0
ALERT-ATP0662-20110223,atp0662,2011-02-23,LOW,0.3108,0.095,0.5266,True,2,"Visited 8 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 2:00 deviates 6.0 hours from personal baseline (8.0h avg)",0,4,5,8,0
ALERT-PNH0761-20100112,pnh0761,2010-01-12,LOW,0.3108,0.09,0.5315,True,3,"USB/device activity (2 events) is 3.0x above this user's normal (0.7 avg); Visited 10 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 7.0 hours from personal baseline (8.0h avg)",1,2,1,10,0
ALERT-MOH0273-20110215,moh0273,2011-02-15,LOW,0.3108,0.0726,0.549,True,1,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,2,10,0
ALERT-BRM0995-20110225,brm0995,2011-02-25,LOW,0.3107,0.1085,0.5129,True,0,,0,18,7,0,0
ALERT-RUM0880-20110405,rum0880,2011-04-05,LOW,0.3107,0.096,0.5253,True,1,"Visited 3 suspicious URLs (job boards, cloud storage, competitor sites)",0,6,8,3,0
ALERT-KCF0045-20101021,kcf0045,2010-10-21,LOW,0.3107,0.0515,0.5698,True,2,"Logged into 5 different machines in one day — possible lateral movement; Visited 17 suspicious URLs (job boards, cloud storage, competitor sites)",1,0,4,17,0
ALERT-CLB0774-20110427,clb0774,2011-04-27,LOW,0.3106,0.0807,0.5406,True,1,Login at hour 0:00 deviates 7.6 hours from personal baseline (7.6h avg),0,18,2,2,0
ALERT-MSS0001-20110103,mss0001,2011-01-03,LOW,0.3105,0.0781,0.5428,True,1,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,9,6,0
ALERT-JBM0350-20100519,jbm0350,2010-05-19,LOW,0.3105,0.0487,0.5723,True,1,Login at hour 0:00 deviates 7.0 hours from personal baseline (7.0h avg),0,0,9,1,0
ALERT-DMG0358-20100219,dmg0358,2010-02-19,LOW,0.3104,0.0698,0.551,True,3,"Logged into 4 different machines in one day — possible lateral movement; Visited 5 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.4 hours from personal baseline (4.4h avg)",1,0,5,5,0
ALERT-HCM0267-20100224,hcm0267,2010-02-24,LOW,0.3102,0.0553,0.5651,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 8 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,5,8,1
ALERT-KRV0372-20110420,krv0372,2011-04-20,LOW,0.31,0.0658,0.5543,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 8:00 deviates 3.2 hours from personal baseline (4.8h avg),1,0,3,0,0
ALERT-CBB0365-20110330,cbb0365,2011-03-30,LOW,0.3099,0.0422,0.5775,True,2,"Logged into 4 different machines in one day — possible lateral movement; Visited 13 suspicious URLs (job boards, cloud storage, competitor sites)",1,0,2,13,0
ALERT-BAL0044-20101018,bal0044,2010-10-18,LOW,0.3099,0.0605,0.5593,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Login at hour 7:00 deviates 4.2 hours from personal baseline (2.8h avg)",1,4,9,0,1
ALERT-HRL0540-20100319,hrl0540,2010-03-19,LOW,0.3099,0.0439,0.5758,True,0,,0,16,4,0,0
ALERT-DFH0188-20100721,dfh0188,2010-07-21,LOW,0.3099,0.0639,0.5559,True,0,,0,2,2,0,0
ALERT-XWD0923-20100305,xwd0923,2010-03-05,LOW,0.3098,0.0785,0.541,True,1,"Visited 3 suspicious URLs (job boards, cloud storage, competitor sites)",0,4,3,3,0
ALERT-MLM0950-20100316,mlm0950,2010-03-16,LOW,0.3096,0.0493,0.5699,True,1,Login at hour 3:00 deviates 4.0 hours from personal baseline (7.0h avg),0,4,0,0,0
ALERT-MSS0001-20101029,mss0001,2010-10-29,LOW,0.3096,0.0456,0.5735,True,0,,0,0,18,0,0
ALERT-BVC0790-20110326,bvc0790,2011-03-26,LOW,0.3095,0.0771,0.542,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 3 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 7.8 hours from personal baseline (8.8h avg)",1,4,3,3,1
ALERT-BRM0995-20101129,brm0995,2010-11-29,LOW,0.3094,0.0825,0.5364,True,0,,0,18,3,0,0
ALERT-KWC0004-20100920,kwc0004,2010-09-20,LOW,0.3093,0.0462,0.5725,True,1,"Visited 20 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,14,20,0
ALERT-JDF0593-20100625,jdf0593,2010-06-25,LOW,0.3093,0.0665,0.5522,True,0,,0,17,1,0,0
ALERT-MSS0001-20100521,mss0001,2010-05-21,LOW,0.3093,0.0453,0.5733,True,0,,0,0,20,2,0
ALERT-KCF0045-20100811,kcf0045,2010-08-11,LOW,0.3092,0.0506,0.5678,True,1,Logged into 6 different machines in one day — possible lateral movement,1,0,7,2,0
ALERT-MLM0950-20100624,mlm0950,2010-06-24,LOW,0.3092,0.0501,0.5683,True,1,40% of session activity occurred outside business hours (baseline: 15%),0,6,0,0,0
ALERT-HRB0351-20101115,hrb0351,2010-11-15,LOW,0.3091,0.0514,0.5669,True,3,"USB/device activity (2 events) is 5.5x above this user's normal (0.4 avg); Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",2,2,7,4,1
ALERT-WIF0691-20101025,wif0691,2010-10-25,LOW,0.309,0.046,0.572,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,14,5,0,1
ALERT-AHD0848-20100811,ahd0848,2010-08-11,LOW,0.309,0.067,0.5511,True,1,74% of session activity occurred outside business hours (baseline: 23%),0,2,0,0,0
ALERT-XWD0923-20101110,xwd0923,2010-11-10,LOW,0.3089,0.063,0.5549,True,1,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites)",0,4,0,6,0
ALERT-SBN0866-20100715,sbn0866,2010-07-15,LOW,0.3089,0.1257,0.492,True,0,,0,2,0,0,0
ALERT-HRB0351-20100829,hrb0351,2010-08-29,LOW,0.3089,0.0592,0.5586,True,1,"Visited 31 suspicious URLs (job boards, cloud storage, competitor sites)",0,2,13,31,0
ALERT-BRM0995-20100819,brm0995,2010-08-19,LOW,0.3089,0.1002,0.5176,True,0,,0,18,5,0,0
ALERT-JCC0225-20101213,jcc0225,2010-12-13,LOW,0.3087,0.0521,0.5652,True,3,"Logged into 5 different machines in one day — possible lateral movement; Visited 6 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg)",1,0,4,6,0
ALERT-IBS0836-20100820,ibs0836,2010-08-20,LOW,0.3087,0.0711,0.5464,True,1,Login at hour 1:00 deviates 6.5 hours from personal baseline (7.5h avg),0,2,1,0,0
ALERT-KCO0122-20101214,kco0122,2010-12-14,LOW,0.3087,0.0524,0.5649,True,2,"Visited 3 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 5:00 deviates 3.2 hours from personal baseline (8.2h avg)",0,4,1,3,0
ALERT-HCS0003-20100519,hcs0003,2010-05-19,LOW,0.3086,0.0519,0.5653,True,0,,0,2,22,0,0
ALERT-WIF0691-20110510,wif0691,2011-05-10,LOW,0.3084,0.0494,0.5674,True,0,,0,16,6,0,0
ALERT-AVM0947-20100430,avm0947,2010-04-30,LOW,0.3084,0.0492,0.5676,True,0,,0,14,0,0,0
ALERT-ATP0662-20100804,atp0662,2010-08-04,LOW,0.3084,0.0846,0.5321,True,2,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 6.8 hours from personal baseline (7.8h avg)",0,2,8,6,0
ALERT-DMK0257-20100416,dmk0257,2010-04-16,LOW,0.3083,0.0598,0.5568,True,0,,0,8,5,0,0
ALERT-HCS0003-20101022,hcs0003,2010-10-22,LOW,0.3081,0.0484,0.5679,True,0,,0,6,20,0,0
ALERT-JMD0520-20100707,jmd0520,2010-07-07,LOW,0.308,0.1154,0.5006,True,2,"Visited 9 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 8.1 hours from personal baseline (8.1h avg)",0,4,0,9,0
ALERT-MOH0273-20101110,moh0273,2010-11-10,LOW,0.308,0.0856,0.5304,True,1,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,6,10,0
ALERT-CLB0774-20100602,clb0774,2010-06-02,LOW,0.308,0.0439,0.5722,True,1,Login at hour 1:00 deviates 6.1 hours from personal baseline (7.1h avg),0,18,3,0,0
ALERT-MNS0224-20100128,mns0224,2010-01-28,LOW,0.308,0.0427,0.5733,True,2,Logged into 5 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.7 hours from personal baseline (3.7h avg),1,0,3,0,0
ALERT-LBF0214-20100719,lbf0214,2010-07-19,LOW,0.3079,0.0654,0.5504,True,0,,0,2,4,0,0
ALERT-OBH0499-20101023,obh0499,2010-10-23,LOW,0.3079,0.0677,0.548,True,1,Login at hour 0:00 deviates 7.3 hours from personal baseline (7.3h avg),0,18,11,0,0
ALERT-KCO0122-20100114,kco0122,2010-01-14,LOW,0.3078,0.0493,0.5664,True,1,"Visited 7 suspicious URLs (job boards, cloud storage, competitor sites)",0,4,4,7,0
ALERT-BWP0202-20101111,bwp0202,2010-11-11,LOW,0.3077,0.0642,0.5511,True,2,USB/device activity (4 events) is 5.5x above this user's normal (0.7 avg); Login at hour 1:00 deviates 5.1 hours from personal baseline (6.1h avg),1,4,2,0,0
